url,article_id,article_author,article_title,article_date,article_content,ip,message_count,messages
https://www.ptt.cc/bbs/Gossiping/M.1603778424.A.354.html,M.1603778424.A.354,b1b2b3b4 (lemon),[問卦] 主動放棄當醫師娘的女孩有多讓人佩服?,Tue Oct 27 14:00:22 2020,"在台灣醫師娘這個詞彙多有魅力  應該不用再贅述了

全台隨時都有數以萬計的女孩排隊想要當醫師娘  從以前到現在都是搶破頭的

如果真的出現有女孩自動放棄這個頭銜

是不是很讓人佩服?

 https://www.ptt.cc/bbs/Gossiping/M.1603778424.A.354.html",223.138.228.135,"{'all': 6, 'count': 0, 'push': 1, 'boo': 1, 'neutral': 4}","[{'push_tag': '→', 'push_userid': 'deann', 'push_content': '想當醫生娘70歲都來得級', 'push_ipdatetime': '10/27 14:00'}, {'push_tag': '→', 'push_userid': 'ah937609', 'push_content': '想當醫生娘70歲都來得級', 'push_ipdatetime': '10/27 14:01'}, {'push_tag': '→', 'push_userid': 'pokepi', 'push_content': '改當工程師娘', 'push_ipdatetime': '10/27 14:01'}, {'push_tag': '→', 'push_userid': 'aristone', 'push_content': '5F改當艦娘', 'push_ipdatetime': '10/27 14:02'}, {'push_tag': '噓', 'push_userid': 'butten986', 'push_content': '當董娘不會？', 'push_ipdatetime': '10/27 14:02'}, {'push_tag': '推', 'push_userid': 'GGINDOWBOW', 'push_content': '育樂街董娘退休很久了啦幹', 'push_ipdatetime': '10/27 14:03'}]"
